locked_sample_version,video_id,transcript_id,creator,channel_id,transcript_source,language,transcript_status,text_length_bucket,included_in_locked_sample,exclusion_reason,source_file_or_table,notes
locked_artifact_sample_v1_2026-05-16,EaQXYlnXVPU,EaQXYlnXVPU,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EbB94hlOQRQ,EbB94hlOQRQ,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Ebn6ppzJ9FQ,Ebn6ppzJ9FQ,Learn to Invest - Investors Grow,UCSglJMvX-zSgv3PEJIE_inw,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EbvrkheD_J0,EbvrkheD_J0,The Investor Channel,UC7r4-nZ4icT8SIcnisXFSHQ,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EcowA0_M79k,EcowA0_M79k,Chris Sain,UCrTFPf6rq5OUSWb7ILW9trg,external_provider,nan,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Ecya2aXzbIQ,Ecya2aXzbIQ,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,external_provider,English (auto-generated),available,gt_10000,supports_locked_event,,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EdJFh43MncA,EdJFh43MncA,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EdpkjAcPgMw,EdpkjAcPgMw,Best of Us Investors,UC-hq1OIl97y7h0DiJx45N3w,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Ee-2XbILjx0,Ee-2XbILjx0,Chris Sain,UCrTFPf6rq5OUSWb7ILW9trg,external_provider,English,available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EeKhMJyO20k,EeKhMJyO20k,"Value Investing with Sven Carlin, Ph.D.",UCrTTBSUr0zhPU56UQljag5A,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EfGtEDJyRvk,EfGtEDJyRvk,Joseph Carlson,UCbta0n8i6Rljh0obO7HzG9A,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Efih3E49mb0,Efih3E49mb0,"Parkev Tatevosian, CFA",UCwKB_00dPL3x5XmHF9IJCrg,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EgArhW3DKEQ,EgArhW3DKEQ,Dividend Bull,UCLxMEPUoHpKq4PEk85RZn9A,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EgbJ0_HXlmM,EgbJ0_HXlmM,Yahoo Finance,UCEAZeUIeJs0IjQiqTCdVSIg,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EgpBUKkDd9g,EgpBUKkDd9g,"Parkev Tatevosian, CFA",UCwKB_00dPL3x5XmHF9IJCrg,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Eh0KuYD5Qgk,Eh0KuYD5Qgk,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EhPSGp5Spes,EhPSGp5Spes,Graham Stephan,UCV6KDgJskWaEckne5aPA0aQ,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EhQfpV9F2EE,EhQfpV9F2EE,"Value Investing with Sven Carlin, Ph.D.",UCrTTBSUr0zhPU56UQljag5A,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EhT3V7p8lHs,EhT3V7p8lHs,Couch Investor,UCrGLm-Drgv0vbbemwwHeXJw,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EhYuFMTLoJM,EhYuFMTLoJM,Joseph Carlson,UCbta0n8i6Rljh0obO7HzG9A,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Ehdo5FBfQHQ,Ehdo5FBfQHQ,Dumb Money Live,UCS01CiRDAiyhR_mTHXDW23A,external_provider,English,available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EhkZXI1RCLs,EhkZXI1RCLs,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Ei8__34FEcc,Ei8__34FEcc,The Plain Bagel,UCFCEuCsyWP0YkP3CZ3Mr01Q,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EisIPJ0emX0,EisIPJ0emX0,Everything Money,UChBVf9YnourrEDTsbbwJPRA,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EixI7r1ZoxI,EixI7r1ZoxI,Tom Nash,UCJwKCyEIFHwUOPQQ-4kC1Zw,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Ej6DfSNNpxU,Ej6DfSNNpxU,ZipTrader,UC0BGhWsIbV7Dm-lsvhdlMbA,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EkI-xTeNoZs,EkI-xTeNoZs,"Mark Roussin, CPA",UCC7xhD0o7FBHdKXZxMRFspQ,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EkvHZDiWBwE,EkvHZDiWBwE,New Money,UCvSXMi2LebwJEM1s4bz5IBA,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,ElMXRkxKusI,ElMXRkxKusI,Best of Us Investors,UC-hq1OIl97y7h0DiJx45N3w,external_provider,English,available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,ElltxVRB1i8,ElltxVRB1i8,"Mark Roussin, CPA",UCC7xhD0o7FBHdKXZxMRFspQ,external_provider,English (auto-generated),available,gt_10000,supports_locked_event,,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,ElnLtKoJ7NE,ElnLtKoJ7NE,Felix & Friends,UCIJWJyNm1855PII7RZqorHQ,external_provider,English,available,501_2000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EmK26tcv3Xw,EmK26tcv3Xw,Dividend Bull,UCLxMEPUoHpKq4PEk85RZn9A,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EnKjh_jhZLI,EnKjh_jhZLI,Everything Money,UChBVf9YnourrEDTsbbwJPRA,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,En_k9XZCTQc,En_k9XZCTQc,Meet Kevin,UCUvvj5lwue7PspotMDjk5UA,external_provider,nan,available,gt_10000,supports_locked_event,,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Eo9-M09Lj1I,Eo9-M09Lj1I,Chicken Genius Singapore,UC0OnreqP55xLpA6W5nzxb5Q,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EoIDRhJRz60,EoIDRhJRz60,CNBC Television,UCrp_UI8XtuYfpiqluWLD7Lw,paid_provider,nan,available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EouRoJrgD_M,EouRoJrgD_M,Stock Moe,UCoMzWLaPjDJBbipihD694pQ,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EpF95hw1jDc,EpF95hw1jDc,Ticker Symbol: YOU,UC7kCeZ53sli_9XwuQeFxLqw,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EpJ01Z6K3s8,EpJ01Z6K3s8,"Value Investing with Sven Carlin, Ph.D.",UCrTTBSUr0zhPU56UQljag5A,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EpThhiz7vls,EpThhiz7vls,"Parkev Tatevosian, CFA",UCwKB_00dPL3x5XmHF9IJCrg,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Ep_F4NLlzpg,Ep_F4NLlzpg,Dividendology,UCgCh-2AfEBtWrNBC2OoNQYg,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EqwkrGJ5JTg,EqwkrGJ5JTg,Dividendology,UCgCh-2AfEBtWrNBC2OoNQYg,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,ErLrK5wd5_E,ErLrK5wd5_E,Tom Nash,UCJwKCyEIFHwUOPQQ-4kC1Zw,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Erp1yqZKBFE,Erp1yqZKBFE,Joseph Carlson,UCbta0n8i6Rljh0obO7HzG9A,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EsG0Y37o6TQ,EsG0Y37o6TQ,ZipTrader,UC0BGhWsIbV7Dm-lsvhdlMbA,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Esb2qBGTGPk,Esb2qBGTGPk,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Esg6hx1QrsM,Esg6hx1QrsM,ZipTrader,UC0BGhWsIbV7Dm-lsvhdlMbA,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EsnZ2LF5fyc,EsnZ2LF5fyc,Dividend Bull,UCLxMEPUoHpKq4PEk85RZn9A,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Esux2-Okv2Q,Esux2-Okv2Q,Financial Education,UCnMn36GT_H0X-w5_ckLtlgQ,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Et8T7YMDZ_Q,Et8T7YMDZ_Q,Chicken Genius Singapore,UC0OnreqP55xLpA6W5nzxb5Q,external_provider,English,available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EtK8NBC96yQ,EtK8NBC96yQ,"Mark Roussin, CPA",UCC7xhD0o7FBHdKXZxMRFspQ,external_provider,English (auto-generated),available,gt_10000,supports_locked_event,,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EtW0LLXQUBc,EtW0LLXQUBc,New Money,UCvSXMi2LebwJEM1s4bz5IBA,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EthqRtnD_Q8,EthqRtnD_Q8,Chris Sain,UCrTFPf6rq5OUSWb7ILW9trg,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Etk6U9amKl4,Etk6U9amKl4,Yahoo Finance,UCEAZeUIeJs0IjQiqTCdVSIg,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,Etp38Oj3WQA,Etp38Oj3WQA,Financial Education,UCnMn36GT_H0X-w5_ckLtlgQ,external_provider,English,available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EuIB2Nv-FBE,EuIB2Nv-FBE,"Parkev Tatevosian, CFA",UCwKB_00dPL3x5XmHF9IJCrg,external_provider,English (auto-generated),available,2001_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EvFWFS-E92A,EvFWFS-E92A,Minority Mindset,UCT3EznhW_CNFcfOlyDNTLLw,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EvVaz9hG6SU,EvVaz9hG6SU,Chicken Genius Singapore,UC0OnreqP55xLpA6W5nzxb5Q,external_provider,Romanian,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EvmUAsGNWOI,EvmUAsGNWOI,HyperChange,UC1LAjODfg7dnSSrrPGGPPMw,youtube,English (auto-generated),available,501_2000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EvzB3Bi7wNE,EvzB3Bi7wNE,Yahoo Finance,UCEAZeUIeJs0IjQiqTCdVSIg,external_provider,English,available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EwVJYkFLcSU,EwVJYkFLcSU,Jose Najarro Stocks,UC5cEHfCr6WOE1R1zcohd1IA,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EwYh2SyH6OY,EwYh2SyH6OY,"Mark Roussin, CPA",UCC7xhD0o7FBHdKXZxMRFspQ,external_provider,English (auto-generated),available,gt_10000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
locked_artifact_sample_v1_2026-05-16,EwwGvm3qyqk,EwwGvm3qyqk,"Value Investing with Sven Carlin, Ph.D.",UCrTTBSUr0zhPU56UQljag5A,external_provider,English (auto-generated),available,501_2000,current_live_db_transcript_not_linked_to_locked_event,not linked to committed 1554-event locked panel; historical 8994 transcript lock list is not reconstructible from committed files,data/finfluencer_alpha.db:youtube_transcripts metadata only; no full_text exported,compact_current_db_transcript_metadata; not proof of historical 8994 transcript count
