event_id,ticker,event_date,fnspid_checked,fnspid_hit_pre_7d,fnspid_hit_day0,fnspid_hit_post_1d,fnspid_hit_post_3d,fnspid_hit_post_7d,fnspid_total_hits_window,fnspid_unique_publishers_window,fnspid_primary_article_count,fnspid_secondary_article_count,fnspid_hit_sources,fnspid_sample_titles_redacted_or_short,fnspid_status,fnspid_error_category
229,SHOP,2023-02-16,True,0,0,0,0,0,0,0,0,0,none,,success,
230,META,2023-02-16,True,0,0,0,0,0,0,0,0,0,none,,success,
231,AMZN,2023-02-16,True,0,0,0,0,0,0,0,0,0,none,,success,
232,MSFT,2026-02-19,True,0,0,0,0,0,0,0,0,0,none,,success,
233,GOOGL,2023-04-25,True,0,0,0,0,0,0,0,0,0,none,,success,
234,NFLX,2026-03-10,True,0,0,0,0,0,0,0,0,0,none,,success,
235,UBER,2026-02-07,True,0,0,0,0,0,0,0,0,0,none,,success,
236,MSFT,2026-02-24,True,0,0,0,0,0,0,0,0,0,none,,success,
237,MSFT,2026-02-24,True,0,0,0,0,0,0,0,0,0,none,,success,
238,TSLA,2023-04-21,True,190,32,35,59,121,311,0,311,0,primary_only,k:b06d85fca9 | k:b66f75bb34 | k:ff4ec5580e | k:3516558860 | k:023381145b,success,
239,TSLA,2023-04-21,True,190,32,35,59,121,311,0,311,0,primary_only,k:b06d85fca9 | k:b66f75bb34 | k:ff4ec5580e | k:3516558860 | k:023381145b,success,
240,AMC,2023-03-28,True,9,3,8,14,24,33,0,33,0,primary_only,k:abd6b53622 | k:f55fa292e1 | k:d0b7ccfbad | k:fa4df3d154 | k:a97c709c89,success,
241,AMZN,2023-03-28,True,94,18,36,81,123,217,0,217,0,primary_only,k:bbb7fd7b9b | k:e7a4f0e59b | k:1d689895d3 | k:edf4cad888 | k:51af8cbc21,success,
242,AMZN,2023-03-28,True,94,18,36,81,123,217,0,217,0,primary_only,k:bbb7fd7b9b | k:e7a4f0e59b | k:1d689895d3 | k:edf4cad888 | k:51af8cbc21,success,
243,AMZN,2023-03-28,True,94,18,36,81,123,217,0,217,0,primary_only,k:bbb7fd7b9b | k:e7a4f0e59b | k:1d689895d3 | k:edf4cad888 | k:51af8cbc21,success,
244,DIS,2023-11-17,True,53,3,3,8,26,79,0,79,0,primary_only,k:2cd6468cfd | k:86cd562e59 | k:bc294a18ef | k:695ab449c0 | k:fb484749a6,success,
245,AAPL,2023-11-17,True,103,15,23,38,92,195,0,195,0,primary_only,k:e9b9b372fd | k:6fed7af477 | k:8d370fc553 | k:148e8bc463 | k:9892866113,success,
246,AAPL,2025-09-13,True,0,0,0,0,0,0,0,0,0,none,,success,
247,TSLA,2023-07-19,True,152,41,100,137,212,364,0,364,0,primary_only,k:620ece4be1 | k:bde38518a8 | k:9c736c1f41 | k:e5050a4cec | k:ab162e4ed0,success,
248,META,2026-03-08,True,0,0,0,0,0,0,0,0,0,none,,success,
249,MSFT,2024-02-12,True,0,0,0,0,0,0,0,0,0,none,,success,
250,MSFT,2023-03-08,True,92,9,31,42,98,190,0,190,0,primary_only,k:4d5962105b | k:36991d82b6 | k:3fa830026b | k:778ca8797a | k:f2a2d2967b,success,
251,MSFT,2024-10-02,True,0,0,0,0,0,0,0,0,0,none,,success,
252,NVDA,2025-08-11,True,0,0,0,0,0,0,0,0,0,none,,success,
253,PYPL,2025-08-20,True,0,0,0,0,0,0,0,0,0,none,,success,
254,NVDA,2025-08-20,True,0,0,0,0,0,0,0,0,0,none,,success,
255,SOFI,2025-08-20,True,0,0,0,0,0,0,0,0,0,none,,success,
256,AMD,2025-08-20,True,0,0,0,0,0,0,0,0,0,none,,success,
257,AMD,2025-08-27,True,0,0,0,0,0,0,0,0,0,none,,success,
258,NVDA,2025-08-27,True,0,0,0,0,0,0,0,0,0,none,,success,
259,AAPL,2023-06-09,True,137,25,32,48,136,273,0,273,0,primary_only,k:0456e2ce6c | k:27354d5047 | k:1e92af1aab | k:7cf9ba698e | k:8d87724e18,success,
260,AAPL,2023-06-09,True,137,25,32,48,136,273,0,273,0,primary_only,k:0456e2ce6c | k:27354d5047 | k:1e92af1aab | k:7cf9ba698e | k:8d87724e18,success,
261,AMZN,2023-06-09,True,124,21,26,52,154,278,0,278,0,primary_only,k:a68bac4456 | k:61d578fa47 | k:1ff2dbd32c | k:34ef06a5cb | k:a553ca2284,success,
262,GOOGL,2023-06-09,True,0,0,0,0,0,0,0,0,0,none,,success,
263,MSFT,2026-02-21,True,0,0,0,0,0,0,0,0,0,none,,success,
264,MSFT,2026-02-21,True,0,0,0,0,0,0,0,0,0,none,,success,
265,MSFT,2026-02-21,True,0,0,0,0,0,0,0,0,0,none,,success,
266,TSLA,2023-04-28,True,109,12,18,35,92,201,0,201,0,primary_only,k:9df5ee13e5 | k:bd625f2379 | k:ab54c31926 | k:382d8fa2f6 | k:308bd51dde,success,
267,GOOGL,2023-05-12,True,0,0,0,0,0,0,0,0,0,none,,success,
268,MSFT,2023-05-12,True,116,14,14,43,128,244,0,244,0,primary_only,k:9f460e1a1a | k:aff2e94c54 | k:8d741289c6 | k:146ecd0fb0 | k:3d5773d299,success,
269,TSLA,2023-05-12,True,80,28,31,52,126,206,0,206,0,primary_only,k:aab6e5c58f | k:2e0b2b8372 | k:3f54042494 | k:1b864fe6be | k:d740670aee,success,
270,TSLA,2023-05-12,True,80,28,31,52,126,206,0,206,0,primary_only,k:aab6e5c58f | k:2e0b2b8372 | k:3f54042494 | k:1b864fe6be | k:d740670aee,success,
271,AAPL,2023-09-14,True,265,37,58,76,169,434,0,434,0,primary_only,k:4d5ba47a53 | k:124bb2fc5c | k:c962148f70 | k:4d12fc1c29 | k:f0089c3b3e,success,
272,AAPL,2023-09-14,True,265,37,58,76,169,434,0,434,0,primary_only,k:4d5ba47a53 | k:124bb2fc5c | k:c962148f70 | k:4d12fc1c29 | k:f0089c3b3e,success,
273,NVDA,2025-08-28,True,0,0,0,0,0,0,0,0,0,none,,success,
274,MSFT,2025-01-10,True,0,0,0,0,0,0,0,0,0,none,,success,
275,MSFT,2023-05-05,True,149,15,16,35,130,279,0,279,0,primary_only,k:bb0fc43e71 | k:ec4e8bb29a | k:8edf5b55ec | k:bac999f8a2 | k:4aece7ec5b,success,
276,AAPL,2024-09-06,True,0,0,0,0,0,0,0,0,0,none,,success,
277,AAPL,2024-09-06,True,0,0,0,0,0,0,0,0,0,none,,success,
278,UBER,2025-09-12,True,0,0,0,0,0,0,0,0,0,none,,success,
279,NFLX,2026-02-24,True,0,0,0,0,0,0,0,0,0,none,,success,
280,NVDA,2025-08-21,True,0,0,0,0,0,0,0,0,0,none,,success,
281,MSFT,2025-08-21,True,0,0,0,0,0,0,0,0,0,none,,success,
282,AAPL,2023-08-03,True,138,38,92,111,201,339,0,339,0,primary_only,k:161232ec69 | k:bbfc451218 | k:b2e6d32775 | k:2048da810c | k:2799ba67a5,success,
283,AAPL,2023-08-03,True,138,38,92,111,201,339,0,339,0,primary_only,k:161232ec69 | k:bbfc451218 | k:b2e6d32775 | k:2048da810c | k:2799ba67a5,success,
284,AAPL,2023-08-03,True,138,38,92,111,201,339,0,339,0,primary_only,k:161232ec69 | k:bbfc451218 | k:b2e6d32775 | k:2048da810c | k:2799ba67a5,success,
285,GOOGL,2025-08-08,True,0,0,0,0,0,0,0,0,0,none,,success,
286,NFLX,2023-07-28,True,0,0,0,0,0,0,0,0,0,none,,success,
287,MSFT,2023-07-28,True,225,19,23,52,139,364,0,364,0,primary_only,k:f6751069dc | k:faf8bbb0a7 | k:b82fc74906 | k:5c9bc09c6a | k:5dbe07d49a,success,
288,AMD,2023-08-25,True,74,9,10,16,44,118,0,118,0,primary_only,k:2893cd9330 | k:ac279bd6d4 | k:466787f633 | k:c28cedcea3 | k:72fb60f094,success,
289,NVDA,2023-08-25,True,268,47,53,94,232,500,0,500,0,primary_only,k:505d1446ac | k:72fb60f094 | k:75c9b6688d | k:6b18790ba0 | k:48c2bead83,success,
290,AMZN,2023-08-25,True,119,15,23,54,139,258,0,258,0,primary_only,k:5e7776b1d8 | k:c98b6d8f1c | k:4cf055d332 | k:f70ebbb731 | k:7bea28e477,success,
291,NVDA,2023-08-12,True,136,1,8,72,158,294,0,294,0,primary_only,k:4fad9034a4 | k:eb41b6bd35 | k:7927c33c06 | k:f2fcd06af7 | k:a7f90a0dc4,success,
292,AAPL,2023-08-12,True,129,3,9,46,108,237,0,237,0,primary_only,k:c883237bcc | k:9e34a94d4d | k:a7f90a0dc4 | k:63c1fd3557 | k:816240774c,success,
293,GOOGL,2023-08-12,True,0,0,0,0,0,0,0,0,0,none,,success,
294,MSFT,2023-08-12,True,105,1,4,32,84,189,0,189,0,primary_only,k:1cbd0330a2 | k:c883237bcc | k:a7f90a0dc4 | k:b012c8b288 | k:5dc172a724,success,
295,TSLA,2023-08-12,True,93,4,8,58,126,219,0,219,0,primary_only,k:7ae6c70b87 | k:16d3237422 | k:32ba8f7d92 | k:f015d378f6 | k:2ee5c33323,success,
296,NVDA,2024-02-29,True,0,0,0,0,0,0,0,0,0,none,,success,
297,NVDA,2024-02-29,True,0,0,0,0,0,0,0,0,0,none,,success,
298,GOOGL,2025-08-03,True,0,0,0,0,0,0,0,0,0,none,,success,
299,MSFT,2025-07-30,True,0,0,0,0,0,0,0,0,0,none,,success,
300,GOOGL,2025-07-30,True,0,0,0,0,0,0,0,0,0,none,,success,
301,MSFT,2023-06-26,True,106,20,46,100,141,247,0,247,0,primary_only,k:4d04e875b9 | k:9fd0b92ee7 | k:47aba4196c | k:e49054b328 | k:f05b6e50a6,success,
302,PYPL,2025-09-12,True,0,0,0,0,0,0,0,0,0,none,,success,
303,AAPL,2023-05-19,True,100,26,27,55,131,231,0,231,0,primary_only,k:7a7fa94047 | k:28deb44041 | k:9dda580cb9 | k:bffef4fe79 | k:48f18fbcb9,success,
304,TSLA,2023-05-19,True,108,18,20,40,99,207,0,207,0,primary_only,k:7324a77167 | k:4aa2cfbcfa | k:7b02a14359 | k:516d89214a | k:bb199c468f,success,
305,META,2026-02-05,True,0,0,0,0,0,0,0,0,0,none,,success,
306,META,2026-02-05,True,0,0,0,0,0,0,0,0,0,none,,success,
307,AMD,2025-08-11,True,0,0,0,0,0,0,0,0,0,none,,success,
308,PYPL,2025-09-13,True,0,0,0,0,0,0,0,0,0,none,,success,
309,PYPL,2023-08-05,True,62,2,3,16,30,92,0,92,0,primary_only,k:5fc21efd43 | k:16ab0183e6 | k:2dcb821e5c | k:5432b9a7bb | k:cf647f9a3e,success,
310,PYPL,2023-08-05,True,62,2,3,16,30,92,0,92,0,primary_only,k:5fc21efd43 | k:16ab0183e6 | k:2dcb821e5c | k:5432b9a7bb | k:cf647f9a3e,success,
311,MSFT,2023-07-25,True,207,53,110,157,209,416,0,416,0,primary_only,k:3e0074ff56 | k:59b8d10227 | k:6e53dcc217 | k:99436346bd | k:470d103ae5,success,
312,AAPL,2023-02-03,True,147,41,42,69,132,279,0,279,0,primary_only,k:ff0fe836a7 | k:ac6c4df27e | k:6d164e93f3 | k:d09628ae7f | k:3ee999a664,success,
313,NVDA,2026-02-09,True,0,0,0,0,0,0,0,0,0,none,,success,
314,AAPL,2023-10-19,True,107,27,43,53,161,268,0,268,0,primary_only,k:4078bcc052 | k:22ba8eb615 | k:2833490fdc | k:f450157fb2 | k:49668708f9,success,
315,AAPL,2023-10-19,True,107,27,43,53,161,268,0,268,0,primary_only,k:4078bcc052 | k:22ba8eb615 | k:2833490fdc | k:f450157fb2 | k:49668708f9,success,
316,NVDA,2025-07-15,True,0,0,0,0,0,0,0,0,0,none,,success,
317,NVDA,2023-09-01,True,203,29,34,52,161,364,0,364,0,primary_only,k:f922f5e112 | k:0fd832f49f | k:269cc571cc | k:0d7b26d406 | k:805acfa9a3,success,
318,NVDA,2023-09-01,True,203,29,34,52,161,364,0,364,0,primary_only,k:f922f5e112 | k:0fd832f49f | k:269cc571cc | k:0d7b26d406 | k:805acfa9a3,success,
319,NVDA,2026-02-04,True,0,0,0,0,0,0,0,0,0,none,,success,
320,SOFI,2025-08-30,True,0,0,0,0,0,0,0,0,0,none,,success,
321,PYPL,2025-07-28,True,0,0,0,0,0,0,0,0,0,none,,success,
322,AMD,2025-07-28,True,0,0,0,0,0,0,0,0,0,none,,success,
323,META,2025-07-28,True,0,0,0,0,0,0,0,0,0,none,,success,
324,TSLA,2025-07-28,True,0,0,0,0,0,0,0,0,0,none,,success,
325,NVDA,2023-08-23,True,177,64,157,210,323,500,0,500,0,primary_only,k:f392b4d8b0 | k:aafb7f99c3 | k:b9fc294668 | k:21d7adbe7f | k:20b294ae68,success,
326,NVDA,2023-08-23,True,177,64,157,210,323,500,0,500,0,primary_only,k:f392b4d8b0 | k:aafb7f99c3 | k:b9fc294668 | k:21d7adbe7f | k:20b294ae68,success,
327,META,2026-03-05,True,0,0,0,0,0,0,0,0,0,none,,success,
328,META,2026-03-05,True,0,0,0,0,0,0,0,0,0,none,,success,
329,NVDA,2025-08-29,True,0,0,0,0,0,0,0,0,0,none,,success,
330,AAPL,2024-08-05,True,0,0,0,0,0,0,0,0,0,none,,success,
331,NVDA,2023-10-09,True,138,31,58,110,169,307,0,307,0,primary_only,k:5e7233fde5 | k:cd1e012ae9 | k:4237eca45b | k:66cee8adad | k:94180d8b74,success,
332,GOOGL,2024-12-30,True,0,0,0,0,0,0,0,0,0,none,,success,
333,NVDA,2025-08-12,True,0,0,0,0,0,0,0,0,0,none,,success,
334,NVDA,2025-08-12,True,0,0,0,0,0,0,0,0,0,none,,success,
335,GOOGL,2023-05-26,True,0,0,0,0,0,0,0,0,0,none,,success,
336,AMZN,2026-03-05,True,0,0,0,0,0,0,0,0,0,none,,success,
337,NVDA,2023-07-14,True,115,26,31,52,136,251,0,251,0,primary_only,k:e09f37c102 | k:4b76f41652 | k:70f399e84a | k:a614d12cc7 | k:e7afcad96b,success,
338,PYPL,2025-09-06,True,0,0,0,0,0,0,0,0,0,none,,success,
339,PYPL,2025-09-06,True,0,0,0,0,0,0,0,0,0,none,,success,
340,NVDA,2026-03-01,True,0,0,0,0,0,0,0,0,0,none,,success,
341,NVDA,2026-03-01,True,0,0,0,0,0,0,0,0,0,none,,success,
342,NVDA,2026-03-01,True,0,0,0,0,0,0,0,0,0,none,,success,
343,NVDA,2026-03-01,True,0,0,0,0,0,0,0,0,0,none,,success,
344,AMZN,2023-09-13,True,114,25,45,75,169,283,0,283,0,primary_only,k:04915b5999 | k:e776ecb712 | k:1c07cb1f00 | k:c532b322da | k:cd7c108444,success,
345,NVDA,2023-02-22,True,51,20,61,79,117,168,0,168,0,primary_only,k:49ee53b635 | k:fe2ff016c1 | k:6f95429e44 | k:1eaa67e6eb | k:2d07e1cbb0,success,
346,PYPL,2025-08-15,True,0,0,0,0,0,0,0,0,0,none,,success,
347,AMZN,2025-08-15,True,0,0,0,0,0,0,0,0,0,none,,success,
348,MSFT,2024-02-17,True,0,0,0,0,0,0,0,0,0,none,,success,
349,GOOGL,2023-02-03,True,0,0,0,0,0,0,0,0,0,none,,success,
350,SOFI,2026-02-11,True,0,0,0,0,0,0,0,0,0,none,,success,
351,SOFI,2026-03-07,True,0,0,0,0,0,0,0,0,0,none,,success,
352,SOFI,2026-03-07,True,0,0,0,0,0,0,0,0,0,none,,success,
353,SOFI,2026-03-07,True,0,0,0,0,0,0,0,0,0,none,,success,
354,SOFI,2026-03-07,True,0,0,0,0,0,0,0,0,0,none,,success,
355,PYPL,2025-08-20,True,0,0,0,0,0,0,0,0,0,none,,success,
356,NVDA,2025-08-20,True,0,0,0,0,0,0,0,0,0,none,,success,
357,SOFI,2025-08-20,True,0,0,0,0,0,0,0,0,0,none,,success,
358,AMD,2025-08-20,True,0,0,0,0,0,0,0,0,0,none,,success,
359,AAPL,2023-08-11,True,163,20,23,44,122,285,0,285,0,primary_only,k:c40af70aba | k:5dc172a724 | k:ca665c5b82 | k:cf3bcc7294 | k:79bf40590a,success,
360,MSFT,2024-10-31,True,0,0,0,0,0,0,0,0,0,none,,success,
361,NVDA,2025-07-17,True,0,0,0,0,0,0,0,0,0,none,,success,
362,TSLA,2025-07-17,True,0,0,0,0,0,0,0,0,0,none,,success,
363,TSLA,2025-07-17,True,0,0,0,0,0,0,0,0,0,none,,success,
364,TSLA,2025-07-17,True,0,0,0,0,0,0,0,0,0,none,,success,
365,AMZN,2026-03-19,True,0,0,0,0,0,0,0,0,0,none,,success,
366,PYPL,2025-10-28,True,0,0,0,0,0,0,0,0,0,none,,success,
367,PYPL,2025-10-28,True,0,0,0,0,0,0,0,0,0,none,,success,
368,NVDA,2024-01-05,True,0,0,0,0,0,0,0,0,0,none,,success,
369,MSFT,2024-01-05,True,0,0,0,0,0,0,0,0,0,none,,success,
370,NVDA,2026-04-06,True,0,0,0,0,0,0,0,0,0,none,,success,
371,AMD,2026-04-06,True,0,0,0,0,0,0,0,0,0,none,,success,
372,TSLA,2024-01-25,True,0,0,0,0,0,0,0,0,0,none,,success,
373,TSLA,2024-01-25,True,0,0,0,0,0,0,0,0,0,none,,success,
374,AMZN,2023-11-17,True,131,30,33,59,147,278,0,278,0,primary_only,k:828431a2b9 | k:5d9acb7c1e | k:86cd562e59 | k:6e3fd2f181 | k:24f1ecf0ba,success,
375,NFLX,2023-11-17,True,0,0,0,0,0,0,0,0,0,none,,success,
376,AAPL,2023-10-21,True,117,4,10,61,144,261,0,261,0,primary_only,k:d2345ff5f7 | k:f9fcc6fa25 | k:a7b64f3f13 | k:b95c0f4de8 | k:7876b399e9,success,
377,AAPL,2023-10-21,True,117,4,10,61,144,261,0,261,0,primary_only,k:d2345ff5f7 | k:f9fcc6fa25 | k:a7b64f3f13 | k:b95c0f4de8 | k:7876b399e9,success,
378,PYPL,2025-10-10,True,0,0,0,0,0,0,0,0,0,none,,success,
379,PYPL,2025-10-10,True,0,0,0,0,0,0,0,0,0,none,,success,
380,DIS,2024-05-07,True,0,0,0,0,0,0,0,0,0,none,,success,
381,AAPL,2024-05-03,True,0,0,0,0,0,0,0,0,0,none,,success,
382,AAPL,2024-05-03,True,0,0,0,0,0,0,0,0,0,none,,success,
383,NFLX,2023-12-09,True,0,0,0,0,0,0,0,0,0,none,,success,
384,GOOGL,2023-12-09,True,0,0,0,0,0,0,0,0,0,none,,success,
385,AMZN,2022-07-06,True,0,0,0,0,0,0,0,0,0,none,,success,
386,MSFT,2024-04-26,True,0,0,0,0,0,0,0,0,0,none,,success,
387,MSFT,2024-04-26,True,0,0,0,0,0,0,0,0,0,none,,success,
388,AMD,2025-09-22,True,0,0,0,0,0,0,0,0,0,none,,success,
389,META,2025-09-22,True,0,0,0,0,0,0,0,0,0,none,,success,
390,AAPL,2025-09-22,True,0,0,0,0,0,0,0,0,0,none,,success,
391,AMD,2023-12-08,True,42,7,9,28,74,116,0,116,0,primary_only,k:0c7d5cd91b | k:fcaf6dc6aa | k:be099fe6c6 | k:b49edc03ca | k:de04f194f3,success,
392,NVDA,2023-12-08,True,137,31,35,80,136,273,0,273,0,primary_only,k:0160518131 | k:1fe14d1674 | k:1c2aaceab0 | k:f84fec38f9 | k:29f02b033f,success,
393,NVDA,2025-12-01,True,0,0,0,0,0,0,0,0,0,none,,success,
394,NVDA,2024-06-06,True,0,0,0,0,0,0,0,0,0,none,,success,
395,AAPL,2024-06-06,True,0,0,0,0,0,0,0,0,0,none,,success,
396,GOOGL,2025-03-02,True,0,0,0,0,0,0,0,0,0,none,,success,
397,GOOGL,2025-03-02,True,0,0,0,0,0,0,0,0,0,none,,success,
398,NVDA,2025-11-03,True,0,0,0,0,0,0,0,0,0,none,,success,
399,META,2025-11-03,True,0,0,0,0,0,0,0,0,0,none,,success,
400,GOOGL,2022-08-15,True,0,0,0,0,0,0,0,0,0,none,,success,
401,AAPL,2023-10-20,True,121,16,20,54,156,277,0,277,0,primary_only,k:7876b399e9 | k:075249de62 | k:1c7493559d | k:8b73c815c3 | k:ff36013b29,success,
402,MSFT,2023-10-20,True,121,16,18,77,240,361,0,361,0,primary_only,k:fd57fd404f | k:5ff16b4916 | k:65c87fb1e8 | k:c83393fd2b | k:219ba20061,success,
403,MSFT,2023-10-20,True,121,16,18,77,240,361,0,361,0,primary_only,k:fd57fd404f | k:5ff16b4916 | k:65c87fb1e8 | k:c83393fd2b | k:219ba20061,success,
404,NVDA,2023-10-20,True,162,23,24,57,142,304,0,304,0,primary_only,k:4b3cd0cf8c | k:8744888ea7 | k:5ff16b4916 | k:ff36013b29 | k:9819f3c52c,success,
405,GOOGL,2022-08-19,True,0,0,0,0,0,0,0,0,0,none,,success,
406,AMZN,2022-08-19,True,0,0,0,0,0,0,0,0,0,none,,success,
407,AMZN,2022-08-19,True,0,0,0,0,0,0,0,0,0,none,,success,
408,TSLA,2024-04-12,True,0,0,0,0,0,0,0,0,0,none,,success,
409,AAPL,2023-11-11,True,120,5,8,53,110,230,0,230,0,primary_only,k:8fcba28fdf | k:23fd901f9c | k:8aa3158e6f | k:2d74dd180f | k:efdc68bb6f,success,
410,NVDA,2023-11-11,True,105,2,4,57,127,232,0,232,0,primary_only,k:ee8ed75552 | k:df9d96b876 | k:8fcba28fdf | k:e30cb3f13e | k:5e5da6acba,success,
411,GOOGL,2023-11-11,True,0,0,0,0,0,0,0,0,0,none,,success,
412,GOOGL,2025-10-16,True,0,0,0,0,0,0,0,0,0,none,,success,
413,GOOGL,2025-10-16,True,0,0,0,0,0,0,0,0,0,none,,success,
414,GOOGL,2025-10-16,True,0,0,0,0,0,0,0,0,0,none,,success,
415,AMZN,2025-10-16,True,0,0,0,0,0,0,0,0,0,none,,success,
416,TSLA,2025-09-19,True,0,0,0,0,0,0,0,0,0,none,,success,
417,TSLA,2024-07-25,True,0,0,0,0,0,0,0,0,0,none,,success,
418,PYPL,2025-10-08,True,0,0,0,0,0,0,0,0,0,none,,success,
419,NFLX,2026-04-15,True,0,0,0,0,0,0,0,0,0,none,,success,
420,NFLX,2026-04-15,True,0,0,0,0,0,0,0,0,0,none,,success,
421,NVDA,2024-07-18,True,0,0,0,0,0,0,0,0,0,none,,success,
422,NFLX,2021-09-13,True,0,0,0,0,0,0,0,0,0,none,,success,
423,NFLX,2021-09-13,True,0,0,0,0,0,0,0,0,0,none,,success,
424,AMZN,2021-09-13,True,0,0,0,0,0,0,0,0,0,none,,success,
425,META,2021-09-13,True,0,0,0,0,0,0,0,0,0,none,,success,
426,GOOGL,2024-05-09,True,0,0,0,0,0,0,0,0,0,none,,success,
427,AAPL,2024-05-09,True,0,0,0,0,0,0,0,0,0,none,,success,
428,MSFT,2024-05-09,True,0,0,0,0,0,0,0,0,0,none,,success,
429,AMD,2025-11-04,True,0,0,0,0,0,0,0,0,0,none,,success,
430,AMD,2025-11-04,True,0,0,0,0,0,0,0,0,0,none,,success,
431,AMD,2025-11-04,True,0,0,0,0,0,0,0,0,0,none,,success,
432,AMD,2025-11-04,True,0,0,0,0,0,0,0,0,0,none,,success,
433,UBER,2026-04-01,True,0,0,0,0,0,0,0,0,0,none,,success,
434,META,2025-11-25,True,0,0,0,0,0,0,0,0,0,none,,success,
435,AMZN,2024-03-22,True,0,0,0,0,0,0,0,0,0,none,,success,
436,MSFT,2024-03-22,True,0,0,0,0,0,0,0,0,0,none,,success,
437,TSLA,2024-03-22,True,0,0,0,0,0,0,0,0,0,none,,success,
438,AMZN,2024-02-23,True,0,0,0,0,0,0,0,0,0,none,,success,
439,MSFT,2024-02-23,True,0,0,0,0,0,0,0,0,0,none,,success,
440,TSLA,2024-02-23,True,0,0,0,0,0,0,0,0,0,none,,success,
441,AAPL,2025-03-13,True,0,0,0,0,0,0,0,0,0,none,,success,
442,AAPL,2025-03-13,True,0,0,0,0,0,0,0,0,0,none,,success,
443,NVDA,2024-09-07,True,0,0,0,0,0,0,0,0,0,none,,success,
444,AMZN,2023-10-27,True,37,26,26,54,103,140,0,140,0,primary_only,k:a41a8b814e | k:f8f11d2141 | k:49d7cefd13 | k:9c729ed4c9 | k:c3b3d0b4f6,success,
445,NVDA,2025-10-08,True,0,0,0,0,0,0,0,0,0,none,,success,
446,AMZN,2024-05-02,True,0,0,0,0,0,0,0,0,0,none,,success,
447,TSLA,2024-05-02,True,0,0,0,0,0,0,0,0,0,none,,success,
448,NVDA,2025-10-09,True,0,0,0,0,0,0,0,0,0,none,,success,
449,CRM,2025-10-09,True,0,0,0,0,0,0,0,0,0,none,,success,
450,TSLA,2025-10-09,True,0,0,0,0,0,0,0,0,0,none,,success,
451,UBER,2025-10-09,True,0,0,0,0,0,0,0,0,0,none,,success,
452,AAPL,2024-02-10,True,0,0,0,0,0,0,0,0,0,none,,success,
453,AMZN,2024-02-10,True,0,0,0,0,0,0,0,0,0,none,,success,
454,NVDA,2024-02-10,True,0,0,0,0,0,0,0,0,0,none,,success,
455,TSLA,2024-02-10,True,0,0,0,0,0,0,0,0,0,none,,success,
456,TSLA,2024-02-10,True,0,0,0,0,0,0,0,0,0,none,,success,
457,AMD,2026-04-14,True,0,0,0,0,0,0,0,0,0,none,,success,
458,AMD,2026-04-14,True,0,0,0,0,0,0,0,0,0,none,,success,
459,NVDA,2024-06-27,True,0,0,0,0,0,0,0,0,0,none,,success,
460,AMZN,2024-08-22,True,0,0,0,0,0,0,0,0,0,none,,success,
461,AMZN,2024-08-22,True,0,0,0,0,0,0,0,0,0,none,,success,
462,AMZN,2024-08-22,True,0,0,0,0,0,0,0,0,0,none,,success,
463,GOOGL,2024-08-22,True,0,0,0,0,0,0,0,0,0,none,,success,
464,MSFT,2025-03-18,True,0,0,0,0,0,0,0,0,0,none,,success,
465,NVDA,2026-03-30,True,0,0,0,0,0,0,0,0,0,none,,success,
466,NVDA,2024-01-22,True,0,0,0,0,0,0,0,0,0,none,,success,
467,TSLA,2026-04-01,True,0,0,0,0,0,0,0,0,0,none,,success,
468,GOOGL,2025-05-09,True,0,0,0,0,0,0,0,0,0,none,,success,
469,NVDA,2024-08-29,True,0,0,0,0,0,0,0,0,0,none,,success,
470,AMD,2025-10-04,True,0,0,0,0,0,0,0,0,0,none,,success,
471,AMZN,2024-05-11,True,0,0,0,0,0,0,0,0,0,none,,success,
472,META,2025-11-26,True,0,0,0,0,0,0,0,0,0,none,,success,
473,AMZN,2024-07-22,True,0,0,0,0,0,0,0,0,0,none,,success,
474,AMZN,2024-07-22,True,0,0,0,0,0,0,0,0,0,none,,success,
475,AMZN,2024-06-07,True,0,0,0,0,0,0,0,0,0,none,,success,
476,NVDA,2023-11-21,True,145,58,109,163,221,366,0,366,0,primary_only,k:d5a8a3ef84 | k:09d053e07b | k:9e39321fc8 | k:8a171b23da | k:a6b114df8c,success,
477,NVDA,2023-11-21,True,145,58,109,163,221,366,0,366,0,primary_only,k:d5a8a3ef84 | k:09d053e07b | k:9e39321fc8 | k:8a171b23da | k:a6b114df8c,success,
478,META,2022-02-17,True,0,0,0,0,0,0,0,0,0,none,,success,
479,META,2022-02-17,True,0,0,0,0,0,0,0,0,0,none,,success,
480,META,2022-02-17,True,0,0,0,0,0,0,0,0,0,none,,success,
481,META,2022-02-17,True,0,0,0,0,0,0,0,0,0,none,,success,
482,META,2022-02-17,True,0,0,0,0,0,0,0,0,0,none,,success,
483,DIS,2023-09-01,True,30,13,15,18,52,82,0,82,0,primary_only,k:1ce563f00b | k:03332351fb | k:f62ba58c04 | k:1d30a4e46b | k:72b9990124,success,
484,DIS,2023-09-01,True,30,13,15,18,52,82,0,82,0,primary_only,k:1ce563f00b | k:03332351fb | k:f62ba58c04 | k:1d30a4e46b | k:72b9990124,success,
485,DIS,2023-09-01,True,30,13,15,18,52,82,0,82,0,primary_only,k:1ce563f00b | k:03332351fb | k:f62ba58c04 | k:1d30a4e46b | k:72b9990124,success,
486,GOOGL,2026-03-27,True,0,0,0,0,0,0,0,0,0,none,,success,
