record_type,ticker,row_count,min_date,max_date,duplicate_price_rows,uses_adjusted_close,note
invalid_reason_count,insufficient_future_data,62,,,,,cap_1000_per_creator 2M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator 2M
invalid_reason_count,insufficient_future_data,18,,,,,cap_1000_per_creator 2W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator 2W
invalid_reason_count,insufficient_future_data,370,,,,,cap_1000_per_creator 2Y
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator 2Y
invalid_reason_count,insufficient_future_data,104,,,,,cap_1000_per_creator 3M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator 3M
invalid_reason_count,insufficient_future_data,31,,,,,cap_1000_per_creator 3W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator 3W
invalid_reason_count,insufficient_future_data,194,,,,,cap_1000_per_creator 6M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator 6M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator END_OF_SAMPLE
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator PRE_1M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator PRE_1W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_1000_per_creator PRE_3M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year 1D
invalid_reason_count,insufficient_future_data,41,,,,,cap_100_per_creator_year 1M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year 1M
invalid_reason_count,insufficient_future_data,6,,,,,cap_100_per_creator_year 1W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year 1W
invalid_reason_count,insufficient_future_data,275,,,,,cap_100_per_creator_year 1Y
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year 1Y
invalid_reason_count,insufficient_future_data,62,,,,,cap_100_per_creator_year 2M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year 2M
invalid_reason_count,insufficient_future_data,18,,,,,cap_100_per_creator_year 2W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year 2W
invalid_reason_count,insufficient_future_data,370,,,,,cap_100_per_creator_year 2Y
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year 2Y
invalid_reason_count,insufficient_future_data,104,,,,,cap_100_per_creator_year 3M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year 3M
invalid_reason_count,insufficient_future_data,31,,,,,cap_100_per_creator_year 3W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year 3W
invalid_reason_count,insufficient_future_data,194,,,,,cap_100_per_creator_year 6M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year 6M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year END_OF_SAMPLE
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year PRE_1M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year PRE_1W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_100_per_creator_year PRE_3M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator 1D
invalid_reason_count,insufficient_future_data,41,,,,,cap_250_per_creator 1M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator 1M
invalid_reason_count,insufficient_future_data,6,,,,,cap_250_per_creator 1W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator 1W
invalid_reason_count,insufficient_future_data,275,,,,,cap_250_per_creator 1Y
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator 1Y
invalid_reason_count,insufficient_future_data,62,,,,,cap_250_per_creator 2M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator 2M
invalid_reason_count,insufficient_future_data,18,,,,,cap_250_per_creator 2W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator 2W
invalid_reason_count,insufficient_future_data,370,,,,,cap_250_per_creator 2Y
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator 2Y
invalid_reason_count,insufficient_future_data,104,,,,,cap_250_per_creator 3M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator 3M
invalid_reason_count,insufficient_future_data,31,,,,,cap_250_per_creator 3W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator 3W
invalid_reason_count,insufficient_future_data,194,,,,,cap_250_per_creator 6M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator 6M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator END_OF_SAMPLE
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator PRE_1M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator PRE_1W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_250_per_creator PRE_3M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator 1D
invalid_reason_count,insufficient_future_data,41,,,,,cap_500_per_creator 1M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator 1M
invalid_reason_count,insufficient_future_data,6,,,,,cap_500_per_creator 1W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator 1W
invalid_reason_count,insufficient_future_data,275,,,,,cap_500_per_creator 1Y
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator 1Y
invalid_reason_count,insufficient_future_data,62,,,,,cap_500_per_creator 2M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator 2M
invalid_reason_count,insufficient_future_data,18,,,,,cap_500_per_creator 2W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator 2W
invalid_reason_count,insufficient_future_data,370,,,,,cap_500_per_creator 2Y
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator 2Y
invalid_reason_count,insufficient_future_data,104,,,,,cap_500_per_creator 3M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator 3M
invalid_reason_count,insufficient_future_data,31,,,,,cap_500_per_creator 3W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator 3W
invalid_reason_count,insufficient_future_data,194,,,,,cap_500_per_creator 6M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator 6M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator END_OF_SAMPLE
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator PRE_1M
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator PRE_1W
invalid_reason_count,missing_ticker_prices,2,,,,,cap_500_per_creator PRE_3M
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full 1D
invalid_reason_count,insufficient_future_data,41,,,,,uncapped_full 1M
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full 1M
invalid_reason_count,insufficient_future_data,6,,,,,uncapped_full 1W
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full 1W
invalid_reason_count,insufficient_future_data,275,,,,,uncapped_full 1Y
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full 1Y
invalid_reason_count,insufficient_future_data,62,,,,,uncapped_full 2M
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full 2M
invalid_reason_count,insufficient_future_data,18,,,,,uncapped_full 2W
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full 2W
invalid_reason_count,insufficient_future_data,370,,,,,uncapped_full 2Y
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full 2Y
invalid_reason_count,insufficient_future_data,104,,,,,uncapped_full 3M
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full 3M
invalid_reason_count,insufficient_future_data,31,,,,,uncapped_full 3W
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full 3W
invalid_reason_count,insufficient_future_data,194,,,,,uncapped_full 6M
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full 6M
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full END_OF_SAMPLE
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full PRE_1M
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full PRE_1W
invalid_reason_count,missing_ticker_prices,2,,,,,uncapped_full PRE_3M
invalid_example,TSLA,1969,2024-07-27,2Y,,,insufficient_future_data
invalid_example,AAPL,1963,2024-12-29,2Y,,,insufficient_future_data
invalid_example,AMZN,1597,2026-02-12,3M,,,insufficient_future_data
invalid_example,AMZN,1597,2026-02-12,6M,,,insufficient_future_data
invalid_example,AMZN,1597,2026-02-12,1Y,,,insufficient_future_data
invalid_example,AMZN,1597,2026-02-12,2Y,,,insufficient_future_data
invalid_example,MSFT,2336,2026-01-26,6M,,,insufficient_future_data
invalid_example,MSFT,2336,2026-01-26,1Y,,,insufficient_future_data
invalid_example,MSFT,2336,2026-01-26,2Y,,,insufficient_future_data
invalid_example,AMZN,2338,2026-03-17,2M,,,insufficient_future_data
invalid_example,AMZN,2338,2026-03-17,3M,,,insufficient_future_data
invalid_example,AMZN,2338,2026-03-17,6M,,,insufficient_future_data
invalid_example,AMZN,2338,2026-03-17,1Y,,,insufficient_future_data
invalid_example,AMZN,2338,2026-03-17,2Y,,,insufficient_future_data
invalid_example,META,2339,2026-03-17,2M,,,insufficient_future_data
invalid_example,META,2339,2026-03-17,3M,,,insufficient_future_data
invalid_example,META,2339,2026-03-17,6M,,,insufficient_future_data
invalid_example,META,2339,2026-03-17,1Y,,,insufficient_future_data
invalid_example,META,2339,2026-03-17,2Y,,,insufficient_future_data
invalid_example,AMZN,1838,2026-05-04,2W,,,insufficient_future_data
manual_valid_trace,TSLA,1969,2024-07-27,2024-07-30,,yes,entry=2024-07-29; raw=-0.040845; spy_ar=-0.035779
manual_valid_trace,AAPL,1963,2024-12-29,2024-12-31,,yes,entry=2024-12-30; raw=-0.007058; spy_ar=-0.00342
manual_valid_trace,AMZN,1597,2026-02-12,2026-02-13,,yes,entry=2026-02-12; raw=-0.004058; spy_ar=-0.004762
manual_valid_trace,MSFT,2336,2026-01-26,2026-01-27,,yes,entry=2026-01-26; raw=0.021902; spy_ar=0.017918
manual_valid_trace,AMZN,2338,2026-03-17,2026-03-18,,yes,entry=2026-03-17; raw=-0.024768; spy_ar=-0.010814
manual_valid_trace,META,2339,2026-03-17,2026-03-18,,yes,entry=2026-03-17; raw=-0.01121; spy_ar=0.002744
manual_valid_trace,AMZN,1838,2026-05-04,2026-05-05,,yes,entry=2026-05-04; raw=0.005514; spy_ar=-0.002508
manual_valid_trace,TSLA,1854,2020-05-22,2020-05-26,,yes,entry=2020-05-22; raw=0.002436; spy_ar=-0.009885
manual_valid_trace,TSLA,1851,2020-06-15,2020-06-16,,yes,entry=2020-06-15; raw=-0.00885; spy_ar=-0.028098
manual_valid_trace,TSLA,2287,2021-06-04,2021-06-07,,yes,entry=2021-06-04; raw=0.010149; spy_ar=0.011119
manual_valid_trace,TSLA,2277,2021-12-10,2021-12-13,,yes,entry=2021-12-10; raw=-0.049772; spy_ar=-0.040914
manual_valid_trace,TSLA,2283,2021-12-31,2022-01-03,,yes,entry=2021-12-31; raw=0.135317; spy_ar=0.129527
manual_valid_trace,NVDA,109,2025-08-07,2025-08-08,,yes,entry=2025-08-07; raw=0.010677; spy_ar=0.002879
manual_valid_trace,AMD,150,2025-08-14,2025-08-15,,yes,entry=2025-08-14; raw=-0.019011; spy_ar=-0.01667
manual_valid_trace,AMZN,347,2025-08-15,2025-08-18,,yes,entry=2025-08-15; raw=0.001991; spy_ar=0.002209
manual_valid_trace,PYPL,195,2025-08-18,2025-08-19,,yes,entry=2025-08-18; raw=-0.006903; spy_ar=-0.001478
manual_valid_trace,SOFI,196,2025-08-18,2025-08-19,,yes,entry=2025-08-18; raw=-0.061081; spy_ar=-0.055656
manual_valid_trace,GOOGL,197,2025-08-18,2025-08-19,,yes,entry=2025-08-18; raw=-0.009484; spy_ar=-0.004059
manual_valid_trace,PYPL,218,2025-08-24,2025-08-26,,yes,entry=2025-08-25; raw=0.010075; spy_ar=0.005888
manual_valid_trace,NVDA,226,2025-08-27,2025-08-28,,yes,entry=2025-08-27; raw=-0.007874; spy_ar=-0.011415
