target_rank,video_id,youtube_url,title,channel_title,published_at,year,current_transcript_status,priority_reason,browser_status,transcript_visible,transcript_recovered,recovery_notes
1,UuuAB2Sg2f0,https://www.youtube.com/watch?v=UuuAB2Sg2f0,"Growth Stocks Are Selling Off - I Just Spent $10,000 On This Stock",Joseph Carlson,2022-01-10T19:25:36Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|sell;queue_reason:older_year:2022,audited,yes,no,"Public transcript control was visible in the YouTube page UI on 2026-05-12; no transcript text copied because the recovery threshold was not reached."
88,NtdvkfwjuMc,https://www.youtube.com/watch?v=NtdvkfwjuMc,Intel Stock (INTC) Will Crash - Here's Why,Ticker Symbol: YOU,2022-11-18T16:38:47Z,2022,missing,priority_year:2022;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|crash;queue_reason:older_year:2022,pending,,,
89,N_iQSRMzmRQ,https://www.youtube.com/watch?v=N_iQSRMzmRQ,🎙️🧠🤖🚘 Self-Driving Tesla Podcast w/ Whole Mars,HyperChange,2022-02-08T19:24:25Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:tesla;queue_reason:older_year:2022,pending,,,
90,N8MmnrIu-Ig,https://www.youtube.com/watch?v=N8MmnrIu-Ig,Michael Burry Just Gave Up - Why I'm Still Buying,Joseph Carlson,2023-03-30T20:24:31Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:buy;queue_reason:older_year:2023,pending,,,
91,mxhKindY644,https://www.youtube.com/watch?v=mxhKindY644,"Roses Are Red, Violets Are Blue, Inflation Is Down, Short Sellers F*ck You",Sasha Yanshin,2023-02-14T15:34:54Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:sell;queue_reason:older_year:2023,pending,,,
92,IwK_T0sufzE,https://www.youtube.com/watch?v=IwK_T0sufzE,How To Use The 2023 Recession To Build Wealth,New Money,2023-04-04T16:00:10Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:recession;queue_reason:older_year:2023,pending,,,
93,k2hWEnO3z8U,https://www.youtube.com/watch?v=k2hWEnO3z8U,Nvidia & OpenAI Just Changed Everything (HUGE AI News),Ticker Symbol: YOU,2023-03-23T15:04:34Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia;queue_reason:older_year:2023,pending,,,
94,H9YH2x8rS5I,https://www.youtube.com/watch?v=H9YH2x8rS5I,The Fed Just Killed Your Portfolio,Joseph Carlson,2022-04-08T19:05:22Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:portfolio;queue_reason:older_year:2022,pending,,,
95,mwBD5MpGk-c,https://www.youtube.com/watch?v=mwBD5MpGk-c,Why Dividend Investing Sucks,Sasha Yanshin,2022-09-08T17:32:51Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
96,8yswQuWk4MI,https://www.youtube.com/watch?v=8yswQuWk4MI,How to Invest for Beginners (2022),New Money,2022-02-27T14:00:06Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
97,ZdFtF7rFTQk,https://www.youtube.com/watch?v=ZdFtF7rFTQk,Cathie Wood on the Stock Market Crash (Deflationary Crisis),Ticker Symbol: YOU,2022-11-30T17:04:11Z,2022,missing,priority_year:2022;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2022,pending,,,
98,7_sFDhUJw8E,https://www.youtube.com/watch?v=7_sFDhUJw8E,🤯 I’m holding a new 4680 🔋 from Tesla,HyperChange,2022-02-14T19:49:24Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:tesla;queue_reason:older_year:2022,pending,,,
99,iZu4i5ExSm0,https://www.youtube.com/watch?v=iZu4i5ExSm0,"I Might Spend $10,000 On This Stock Today",Joseph Carlson,2023-04-03T20:41:30Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
100,-TjWq-bXJkA,https://www.youtube.com/watch?v=-TjWq-bXJkA,Tesla Stock Is About To Go Ballistic,Sasha Yanshin,2023-02-21T14:00:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|tesla;queue_reason:older_year:2023,pending,,,
101,AFJAUCmGC0g,https://www.youtube.com/watch?v=AFJAUCmGC0g,Michael Burry’s New Warning for the 2023 Recession,New Money,2023-04-10T16:00:10Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:recession;queue_reason:older_year:2023,pending,,,
102,p8HYOjckS5A,https://www.youtube.com/watch?v=p8HYOjckS5A,🚀 Bigger Than ChatGPT? 4 Ways to Buy SpaceX Stock Now,Ticker Symbol: YOU,2023-03-26T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|buy;queue_reason:older_year:2023,pending,,,
103,Y7ACK-Ztssg,https://www.youtube.com/watch?v=Y7ACK-Ztssg,This Is When To Buy,Joseph Carlson,2022-04-12T21:21:59Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:buy;queue_reason:older_year:2022,pending,,,
104,OlFISg9M8xQ,https://www.youtube.com/watch?v=OlFISg9M8xQ,US Stock Market Crashes As Inflation Gets Worse,Sasha Yanshin,2022-09-13T14:30:05Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2022,pending,,,
105,3gy9E7wY3AU,https://www.youtube.com/watch?v=3gy9E7wY3AU,Top 5 Stocks the Smart Money is Buying for 2022,New Money,2022-03-03T16:30:00Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2022,pending,,,
106,-y5XjMwj1N0,https://www.youtube.com/watch?v=-y5XjMwj1N0,"Tesla, It's Not About The Market Cap",HyperChange,2022-04-12T05:33:53Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:tesla;queue_reason:older_year:2022,pending,,,
107,baqgIakE0zw,https://www.youtube.com/watch?v=baqgIakE0zw,The Upcoming Real Estate Crash | Joseph Carlson Ep. 313,Joseph Carlson,2023-04-10T21:17:48Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:crash;queue_reason:older_year:2023,pending,,,
108,5VdG0eyAb-o,https://www.youtube.com/watch?v=5VdG0eyAb-o,2023 Stock Market Crash Starts Next Week,Sasha Yanshin,2023-02-23T19:32:56Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2023,pending,,,
109,Ck8h833qtcY,https://www.youtube.com/watch?v=Ck8h833qtcY,Warren Buffett's Advice for the 2023 Economic Recession,New Money,2023-04-19T16:00:11Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:recession;queue_reason:older_year:2023,pending,,,
110,fFcPcHfXDwY,https://www.youtube.com/watch?v=fFcPcHfXDwY,Top 4 High Growth ETFs to Buy in 2023 (Best AI Stocks),Ticker Symbol: YOU,2023-03-30T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2023,pending,,,
111,xrMNLNekFAc,https://www.youtube.com/watch?v=xrMNLNekFAc,The Four Types of Stocks Everyone Buys,Joseph Carlson,2022-04-22T19:32:30Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2022,pending,,,
112,WjVSYxnF5Jo,https://www.youtube.com/watch?v=WjVSYxnF5Jo,Tesla Stock - PRODUCTION JUST EXPLODED,Sasha Yanshin,2022-09-14T16:27:34Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|tesla;queue_reason:older_year:2022,pending,,,
113,XU2URT547Z0,https://www.youtube.com/watch?v=XU2URT547Z0,Why Warren Buffett is Keeping $144B out of the Stock Market,New Money,2022-03-13T15:00:30Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
114,sr8DOkigZLk,https://www.youtube.com/watch?v=sr8DOkigZLk,So Elon wants to buy Twitter … 🤔,HyperChange,2022-04-14T21:02:38Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:buy;queue_reason:older_year:2022,pending,,,
115,DLArUgwpGQ8,https://www.youtube.com/watch?v=DLArUgwpGQ8,"I'm Concerned About Apple's Earnings, Here's Why | Joseph Carlson Ep. 317",Joseph Carlson,2023-05-01T18:47:21Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:apple;queue_reason:older_year:2023,pending,,,
116,yAESR73TXN4,https://www.youtube.com/watch?v=yAESR73TXN4,Best Stocks and Shares ISA 2023,Sasha Yanshin,2023-03-07T18:09:24Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|stocks;queue_reason:older_year:2023,pending,,,
117,fb_Ep9N2b3k,https://www.youtube.com/watch?v=fb_Ep9N2b3k,Charlie Munger: Investing During the 2023 Recession,New Money,2023-04-25T15:30:15Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:invest|recession;queue_reason:older_year:2023,pending,,,
118,0RzDwyq7lsQ,https://www.youtube.com/watch?v=0RzDwyq7lsQ,STOP GPT-5 NOW: Dangers of ChatGPT (Letter to OpenAI & Nvidia),Ticker Symbol: YOU,2023-04-02T15:03:13Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia;queue_reason:older_year:2023,pending,,,
119,tdkTPMhu4KQ,https://www.youtube.com/watch?v=tdkTPMhu4KQ,Don't Do This During The Market Crash,Joseph Carlson,2022-05-05T23:30:38Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:market crash|crash;queue_reason:older_year:2022,pending,,,
120,sbqblAzQMd0,https://www.youtube.com/watch?v=sbqblAzQMd0,The 2022 Stock Market Crash Intensifies - DO THIS NOW!,Sasha Yanshin,2022-09-23T14:55:46Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2022,pending,,,
121,ECAEHp_fJTk,https://www.youtube.com/watch?v=ECAEHp_fJTk,Meta's Moment of Truth (Facebook's Ad Problem Explained),New Money,2022-04-06T16:00:11Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:meta;queue_reason:older_year:2022,pending,,,
122,uNHhadcIg5c,https://www.youtube.com/watch?v=uNHhadcIg5c,"Reflecting on Austin, Cyber Rodeo & Tesla in 2032",HyperChange,2022-04-18T22:27:28Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:tesla;queue_reason:older_year:2022,pending,,,
123,jZfRtDohmqw,https://www.youtube.com/watch?v=jZfRtDohmqw,I'm Buying More Of This Stock Now,Joseph Carlson,2023-05-04T23:35:37Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|buy;queue_reason:older_year:2023,pending,,,
124,GAtbRlVKdAE,https://www.youtube.com/watch?v=GAtbRlVKdAE,F*ck The Stock Market Crash (URGENT WARNING),Sasha Yanshin,2023-03-08T18:36:43Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2023,pending,,,
125,228h8BnCnSk,https://www.youtube.com/watch?v=228h8BnCnSk,Peter Lynch’s Warning for the 2023 Recession,New Money,2023-04-28T16:00:01Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:recession;queue_reason:older_year:2023,pending,,,
126,cJROlT_ccFM,https://www.youtube.com/watch?v=cJROlT_ccFM,Nvidia's HUGE AI Breakthrough (Bigger Than ChatGPT),Ticker Symbol: YOU,2023-04-07T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia;queue_reason:older_year:2023,pending,,,
127,0fUi9kNBErE,https://www.youtube.com/watch?v=0fUi9kNBErE,Don't Buy The Dip (They're Warning Us),Joseph Carlson,2022-05-10T20:06:09Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:buy;queue_reason:older_year:2022,pending,,,
128,mcOLpQvZhJ0,https://www.youtube.com/watch?v=mcOLpQvZhJ0,The Stock Market Will Collapse Next Week,Sasha Yanshin,2022-09-26T18:16:58Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
129,DrZibtIIJ50,https://www.youtube.com/watch?v=DrZibtIIJ50,Charlie Munger SELLS 50% of Alibaba Stock!,New Money,2022-04-13T16:00:10Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:stock|sell;queue_reason:older_year:2022,pending,,,
130,dGA4pO05gPk,https://www.youtube.com/watch?v=dGA4pO05gPk,I'm Disrupting Tesla (HyperChange Shoe) ⚡👟,HyperChange,2022-04-20T18:15:34Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:tesla;queue_reason:older_year:2022,pending,,,
131,lP2yzEsKx3Q,https://www.youtube.com/watch?v=lP2yzEsKx3Q,"I Just Bought $20,000 Of This Stock",Joseph Carlson,2023-05-19T18:48:01Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
132,TcXlp8y4Pt8,https://www.youtube.com/watch?v=TcXlp8y4Pt8,The Stock Market Is About To Go Bonkers,Sasha Yanshin,2023-03-14T16:51:57Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
133,tnGZDuhBJXg,https://www.youtube.com/watch?v=tnGZDuhBJXg,Warren Buffett's Warning for the Banking Crisis and 2023 Recession,New Money,2023-05-12T15:51:51Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:recession;queue_reason:older_year:2023,pending,,,
134,P254RGBZQIw,https://www.youtube.com/watch?v=P254RGBZQIw,Nvidia & Unreal's HUGE AI Breakthroughs (Bigger Than ChatGPT),Ticker Symbol: YOU,2023-04-20T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia;queue_reason:older_year:2023,pending,,,
135,gggPQLlKhkI,https://www.youtube.com/watch?v=gggPQLlKhkI,Walmart Stock Just Crashed (-11.38%),Joseph Carlson,2022-05-17T21:06:16Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|crash;queue_reason:older_year:2022,pending,,,
136,SkTXEZV7aJI,https://www.youtube.com/watch?v=SkTXEZV7aJI,Why Is The Pound Crashing?,Sasha Yanshin,2022-09-27T16:51:57Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:crash;queue_reason:older_year:2022,pending,,,
137,1d2NGMKxhj4,https://www.youtube.com/watch?v=1d2NGMKxhj4,How the Inverted Yield Curve Reliably Predicts Recessions.,New Money,2022-04-17T16:00:01Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:recession;queue_reason:older_year:2022,pending,,,
138,-x8xBxsDhFU,https://www.youtube.com/watch?v=-x8xBxsDhFU,Tesla Q1 2022 Earnings!!,HyperChange,2022-04-20T20:53:54Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:tesla;queue_reason:older_year:2022,pending,,,
139,yrzRIZtGWvY,https://www.youtube.com/watch?v=yrzRIZtGWvY,The Best Unknown Investor Alive,Joseph Carlson,2023-05-30T18:14:22Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
140,_1ZjhVSOR10,https://www.youtube.com/watch?v=_1ZjhVSOR10,What Happens To Your Investments If Your Broker Collapses?,Sasha Yanshin,2023-03-20T18:36:53Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:invest|investment;queue_reason:older_year:2023,pending,,,
141,lfB7fgJJD84,https://www.youtube.com/watch?v=lfB7fgJJD84,Charlie Munger's New Warning for the 2023 Stock Market,New Money,2023-05-18T16:45:09Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
142,5uM39lEwYYg,https://www.youtube.com/watch?v=5uM39lEwYYg,Finding the Best Stocks with ChatGPT (Easy Shortcut),Ticker Symbol: YOU,2023-04-23T15:24:01Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|stocks;queue_reason:older_year:2023,pending,,,
143,aeK6U_KkG9s,https://www.youtube.com/watch?v=aeK6U_KkG9s,Stocks Will Probably Keep Falling (Why I'm Buying Anyway),Joseph Carlson,2022-05-23T21:11:10Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks|buy;queue_reason:older_year:2022,pending,,,
144,Tf-PwL9sdeA,https://www.youtube.com/watch?v=Tf-PwL9sdeA,Tesla Stock - TIME TO SELL?,Sasha Yanshin,2022-10-03T15:07:25Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|sell|tesla;queue_reason:older_year:2022,pending,,,
145,F_H2MZqjWWI,https://www.youtube.com/watch?v=F_H2MZqjWWI,Meta Analysis: What is Facebook's Future? (w/ Divya Narendra @SumZeroInc),New Money,2022-05-01T17:17:04Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:meta;queue_reason:older_year:2022,pending,,,
146,YSaRIneEZGI,https://www.youtube.com/watch?v=YSaRIneEZGI,Tesla Model Robotaxi Coming 2024,HyperChange,2022-04-20T22:46:07Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:tesla;queue_reason:older_year:2022,pending,,,
147,LIlCYc0x6R0,https://www.youtube.com/watch?v=LIlCYc0x6R0,Apple Just Changed The Game (Vision Pro AR Headset),Joseph Carlson,2023-06-05T23:15:35Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:apple;queue_reason:older_year:2023,pending,,,
148,SRdUtwpyxMY,https://www.youtube.com/watch?v=SRdUtwpyxMY,The Stock Market Is About To Explode,Sasha Yanshin,2023-04-12T15:46:38Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
149,h3nwj5RPCqc,https://www.youtube.com/watch?v=h3nwj5RPCqc,Michael Burry Just Doubled Down on Stocks,New Money,2023-05-22T15:00:22Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:stock|stocks;queue_reason:older_year:2023,pending,,,
150,Y9i3OIMitRQ,https://www.youtube.com/watch?v=Y9i3OIMitRQ,The AI War Has Begun! Every Google I/O AI Announcement (Supercut),Ticker Symbol: YOU,2023-05-13T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:google|googl;queue_reason:older_year:2023,pending,,,
151,FHNlKTCvkYs,https://www.youtube.com/watch?v=FHNlKTCvkYs,Costco Just Saved The Stock Market,Joseph Carlson,2022-05-27T19:45:41Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
152,U0gWh-7DB3w,https://www.youtube.com/watch?v=U0gWh-7DB3w,ELON MUSK BUYS TWITTER - Deal Done At $54.20 Per Share,Sasha Yanshin,2022-10-04T18:04:14Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:buy;queue_reason:older_year:2022,pending,,,
153,EkvHZDiWBwE,https://www.youtube.com/watch?v=EkvHZDiWBwE,Warren Buffett Just Sunk $40B into the Stock Market,New Money,2022-05-06T13:00:05Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:stock;queue_reason:older_year:2022,pending,,,
154,t0kXTZJZ87E,https://www.youtube.com/watch?v=t0kXTZJZ87E,Tesla's Self-Driving Software Is Getting Good 🤫,HyperChange,2022-05-15T17:10:53Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:tesla;queue_reason:older_year:2022,pending,,,
155,mQS1tCQUiAM,https://www.youtube.com/watch?v=mQS1tCQUiAM,How To Build A Monster Dividend Portfolio | Ep. 325,Joseph Carlson,2023-06-09T18:43:03Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:portfolio;queue_reason:older_year:2023,pending,,,
156,lYltAjSAk2Y,https://www.youtube.com/watch?v=lYltAjSAk2Y,Tesla Stock Is F*cked (Q1 Earnings),Sasha Yanshin,2023-04-20T13:12:26Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|tesla;queue_reason:older_year:2023,pending,,,
157,NIL2mrHXo78,https://www.youtube.com/watch?v=NIL2mrHXo78,Is This Literally The Best Investing Strategy that Exists?,New Money,2023-06-09T14:19:04Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
158,wGovEZyqJ00,https://www.youtube.com/watch?v=wGovEZyqJ00,The Great AI War: Every Microsoft Build AI Announcement (Supercut),Ticker Symbol: YOU,2023-05-23T23:26:07Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:microsoft;queue_reason:older_year:2023,pending,,,
159,hb9T8c7WrRg,https://www.youtube.com/watch?v=hb9T8c7WrRg,The Market Will Fall Another 20% (Warning To Investors),Joseph Carlson,2022-05-31T18:43:17Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
160,iTWAJ-gloDU,https://www.youtube.com/watch?v=iTWAJ-gloDU,Stop Investing In The World Index,Sasha Yanshin,2022-10-05T17:24:21Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:invest;queue_reason:older_year:2022,pending,,,
161,ued-dOWvz88,https://www.youtube.com/watch?v=ued-dOWvz88,The 2022 Stock Market Crash: How It Happened And What To Do Next (w/  @The Plain Bagel ),New Money,2022-05-30T14:22:57Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2022,pending,,,
162,59lm-BDXFKM,https://www.youtube.com/watch?v=59lm-BDXFKM,Thoughts on Recessions,HyperChange,2022-06-17T00:49:33Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:recession;queue_reason:older_year:2022,pending,,,
163,LEcBN75Z46U,https://www.youtube.com/watch?v=LEcBN75Z46U,I Valued Every Stock I Own | Ep. 327,Joseph Carlson,2023-06-22T17:45:17Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
164,VvlHcwjVJo0,https://www.youtube.com/watch?v=VvlHcwjVJo0,The Stock Market Is About To Explode,Sasha Yanshin,2023-05-10T16:17:06Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock;queue_reason:older_year:2023,pending,,,
165,ddIgq695m2w,https://www.youtube.com/watch?v=ddIgq695m2w,Nvidia Stock is Getting Insane.,New Money,2023-07-09T15:00:33Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:stock|nvidia;queue_reason:older_year:2023,pending,,,
166,jraCU6kiAuU,https://www.youtube.com/watch?v=jraCU6kiAuU,NVIDIA WORTH TRILLIONS! Too Late to Buy NVDA Stock?,Ticker Symbol: YOU,2023-05-28T18:03:38Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:stock|buy|nvidia|nvda;queue_reason:older_year:2023,pending,,,
167,zOghDIWNe18,https://www.youtube.com/watch?v=zOghDIWNe18,Gas Prices Are Killing Your Stocks | Joseph Carlson Ep. 248,Joseph Carlson,2022-06-10T20:52:30Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:stock|stocks;queue_reason:older_year:2022,pending,,,
168,XibrvCt8H2M,https://www.youtube.com/watch?v=XibrvCt8H2M,The 2022 Stock Market Crash - URGENT WARNING,Sasha Yanshin,2022-10-07T16:55:57Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2022,pending,,,
169,IXJhgQhYgIc,https://www.youtube.com/watch?v=IXJhgQhYgIc,The Rapid Innovation Driving Tesla’s Success,New Money,2022-06-05T15:00:07Z,2022,missing,priority_year:2022;weak_coverage_creator:New Money;stock_recommendation_title:tesla;queue_reason:older_year:2022,pending,,,
170,-RbzzJUFb4E,https://www.youtube.com/watch?v=-RbzzJUFb4E,How Tesla Hits $10T & Builds The Future,HyperChange,2022-09-29T01:38:29Z,2022,missing,priority_year:2022;weak_coverage_creator:HyperChange;stock_recommendation_title:tesla;queue_reason:older_year:2022,pending,,,
171,JIAzDDpraUQ,https://www.youtube.com/watch?v=JIAzDDpraUQ,Apple Just Hit 3 trillion: It Will Go To 4 Trillion Next Year,Joseph Carlson,2023-06-30T18:35:35Z,2023,missing,priority_year:2023;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:apple;queue_reason:older_year:2023,pending,,,
172,Rnr-IEeVq4I,https://www.youtube.com/watch?v=Rnr-IEeVq4I,The Biggest Stock Market Crash EVER Is Coming,Sasha Yanshin,2023-05-11T18:11:19Z,2023,missing,priority_year:2023;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|market crash|crash;queue_reason:older_year:2023,pending,,,
173,4xQLFH_Ce4c,https://www.youtube.com/watch?v=4xQLFH_Ce4c,Big Short Investor Explains the Commercial Real Estate Crisis,New Money,2023-07-15T13:43:59Z,2023,missing,priority_year:2023;weak_coverage_creator:New Money;stock_recommendation_title:invest;queue_reason:older_year:2023,pending,,,
174,L6rJA0z2Kag,https://www.youtube.com/watch?v=L6rJA0z2Kag,NVIDIA'S HUGE AI Breakthroughs Just Changed Everything (Supercut),Ticker Symbol: YOU,2023-06-01T15:07:00Z,2023,missing,priority_year:2023;weak_coverage_creator:Ticker Symbol: YOU;stock_recommendation_title:nvidia;queue_reason:older_year:2023,pending,,,
175,8niPCElue2g,https://www.youtube.com/watch?v=8niPCElue2g,The Fed Just Raised Rates (Why I’m Buying Now),Joseph Carlson,2022-06-15T19:15:33Z,2022,missing,priority_year:2022;weak_coverage_creator:Joseph Carlson;stock_recommendation_title:buy;queue_reason:older_year:2022,pending,,,
176,bFMBm8j7cC4,https://www.youtube.com/watch?v=bFMBm8j7cC4,SELL TESLA STOCK NOW - Don't Be A Chicken!,Sasha Yanshin,2022-10-11T14:36:10Z,2022,missing,priority_year:2022;weak_coverage_creator:Sasha Yanshin;stock_recommendation_title:stock|sell|tesla;queue_reason:older_year:2022,pending,,,
